1,PLAN DE MARKETING PARA PARDOS CHICKEN MEGAPLAZA
2,"GESTIÓN EN LA IMPLEMENTACION DE SOFTWARE DE LA EMPRESA UNIPERSONAL
 EL HUARIQUE DEL PEZ-2016.PERÚ"
3,"PLANEAMIENTO TRIBUTARIO Y LA DETERMINACION DEL IMPUESTO A LA RENTA EN AL EMPRESA INMOBILIARIA 
LOS FRUTALES SAC EN EL AÑO 2016"
4,PLAN DE RECURSOS HUMANO PARA LA EMPRESA HYRCO SAC
5,AUDITORIA FINANCIERA EN EL RECONOCIMIENTO DE INGRESOS POR PRESTACION DE SERVICIOS EN LA EMPRESA SCHENEIDER ELECTRIC PERU SA
6,"INCIDENCIA DE LA EVASION TRIBUTARIA DE RENTA E IGV DE LA EMPRESA SPORT CFG SAC 
CORRESPONDIENTE AL PERIODO 2015"
7,"AUDITORIA TRIBUTARIA DEL IMPUESTO GENERAL A LAS VENTAS 
EN LA EMPRESA NORMACO E.I.R.L EN LA CIUDAD DE LIMA, 2014"
8,AUDITORIA AL COSTO DE PRODUCCION EN EL DESEMPEÑO DE LA EMPRESA HELATONYS SAC
9,"TRATAMIENTO TRIBUTARIO Y SUS EFECTOS FINANCIEROS DE LAS EXPORTACIONES 
DE SERVICIOS TURISTICOS EN LA EMPRESA PERU EXPERIENCES SA"
10,"LEY 29230 - OBRAS POR IMPUESTO Y SU TRATAMIENTO TRIBUTARIO 
EN LA EMPRESA GRUPO W&S SAC"
11,"AUDITORÍA DE CUENTAS POR COBRAR Y SUS INCICENCIA EN LA OPTIMIZACIÓN 
DE LA LIQUIDEZ EN LA EMPRESA APM TERMINAL CALLAO"
12,AUDITORIA OPERATIVA EN LA GESTIÓN DE ALIMENTOS Y BEBIDAS CHARLOTTE S.A.
13,"PLAN DE MARKETING APLICADO AL PRODUCTO CREDITO ESTUDIANTIL 
DEL BANCO DE CRÉDITO DEL PERÚ S.A. PARA LIMA NORTE"
14,"PLAN DE RECURSOS HUMANOS PARA LA EMPRESA SALUBRIDAD 
SANEAMIENTO AMBIENTAL Y SERVICIOS S.A.C."
15,"IMPACTO DE OPERACIONES NO REALES EN LA TRIBUTACION Y LOS ESTADOS 
FINANCIEROS DE LA EMPRESA REPMED PERU, PERIODO 2015"
16,"PROCESO DE ELABORACION DEL ESTUDIO TECNICO DE PRECIOS DE 
TRANSFERENCIA DE LA EMPRESA GOLDMINER SAC PERIODO 2015"
17,PLAN DE MARKETING PARA PINTURA EN POLVO LIMA NORTE 2017-2021
18,"AUDITORIA DE LOS ELEMENTOS POR COBRAR COMERCIALES TERCEROS 
A LA EMPRESA TRACK DIESEL PERÚ SRL DEL AÑO 2015"
19,"LOS GASTOS NO DEDUCIBLES Y SU INCIDENCIA EN LA DETERMINACIÓN DEL IMPUESTO 
A LA RENTA EN LA EMPRESA DAT&NET DEL Perú SA EN EL AÑO 2015"
20,"LA AUDITORÍA FINANCIERA GUBERNAMENTAL A LOS SERVICIOS Y OTROS 
CONTRATADOS POR ANTICIPADO DE LA BIBLIOTECA NACIONAL DEL PERÚ"
21,PLAN DE RECURSOS HUMANOS CONSTRUCCIONES A. MAGGIOLO S.A.
22,"INCIDENCIA DEL SALDO A FAVOR DEL EXPORTADOR EN LA RENTABILIDAD Y LIQUIDEZ 
DE LA EMPRESA SODILU INDUSTRIAL SAC EN LIMA METROPOLITANA EN EL PERIODO 2015"
23,"TRATAMIENTO DEL IMPUESTO A LA RENTA EN EL ARRENDAMIENTO 
DE BIENES INMUEBLES POR PERSONAS NATURALES"
24,PLAN DE RECURSOS HUMANOS - EMPRESA EDITORA Y COMERCIALIZADORA CARTOLAN EIRL
25,"REPAROS TRIBUTARIOS Y SU INFLUENCIA EN LA DETERMINACIÓN DEL IMPUESTO A LA RENTA 
DE TERCERA CATEGORÍA DE CORPORACION ARKEMAS SAC - PERIODO 2015"
26,"LA DECISION 578 DE LA COMUNIDAD ANDINA DE NACIONES (CAN) PARA 
EVITAR LA DOBLE IMPOSICIÓN EN LAS RENTAS PASIVAS"
27,PLAN DE RECURSOS HUMANOS PARA LA ORGANIZACIÓN SODIMAC S.A. TIENDA LIMA CENTRO
28,PLAN DE RECURSOS HUMANOS DE LA EMPRESA MOLPACK DEL PERÚ S.A.
29,"PROCESOS NO AGRAVADOS CON EL IGV Y SU INFLUENCIA EN EL PAGO EN EXCESO, 
MEDIANTE EL CÁLCULO PRORRATA DEL CRÉDITO FISCAL EN ESSALUD PERIODO 1998-2007"
30,ANALISIS DE LOS ESTADOS FINANCIEROS DE GROVE PERU SAC PERIODO 2014-2015
31,VALORACION CONTINGENTE EN LAS LOMAS DE CARABAYLLO-2015
32,"EL PLANEAMIENTO TRIBUTARIO Y LA DETERMINACION DEL IMPUESTO A LA RENTA 
DE TERCERA CATEGORÍA EN LA EMPRESA OVERALL STRATEGY SAC - LIMA 2016"
33,"AUDITORIA TRIBUTARIA A LOS GASTOS NO DEDUCIBLES PARA LA DETERMINACION 
DE LA RENTA ANUAL EN LA EMPRESA EDITORA LEALTAD S.A.C., 2015"
34,"LOS PRECIOS DE TRANSFERENCIA Y SU INCIDENCIA DETERMINACION DEL IMPUESTO 
A LA RENTA DE LA EMPRESA ACENTU SA. EN EL AÑO 2015"
35,"AUDITORIA DE GESTION PARA PROMOVER UNA CULTURA TRIBUTARIA Y CONTABLE 
EN LA EMPRESA INDUSTRIAL DE EMBUTIDOS OTTO KUNZ"
36,"AUDITORIA TRIBUTARIA PREVENTITVA EN LA DETERMINACION DEL IMPUESTO 
A LA RENTA EN LA EMPRESA INMOBILIARIA CMG ASOCIADOS S.A.C."
37,"AUDITORIA TRIBUTARIA PREVENTIVA EN EL SISTEMA DE PAGO DE OBLIGACIONES 
TRIBUTARIAS DE LA EMPRESA CECC E.I.R.L. AÑO 2015"
38,"AUDITORIA TRIBUTARIA A LAS RETENCIONES DEL IGV DE LA EMPRESA 
NEGOCIACIONES LUCARVI E.I.R.L. EN EL AÑO 2015"
39,"USO INDEBIDO DE LOS GASTOS DEDUCIBLES ALUSIVOS A LOS GASTOS PERSONALES, 
AGASAJOS Y OBSEQUIOS RELACIONADOS CON LA DETERMINACIÓN DEL IMPUESTO A LA RENTA 
Y SUS SECUELAS EN LA EMPRESA SPORT S.A.C. EN EL AÑO 2015"
40,AUDITORIA DE GESTION EN LA EJECUCION PRESUPUESTARIA EN LA UGEL 02
41,TRATAMIENTO DEL IMPUESTO A LA RENTA DE UNA PERSONA NO DOMICILIADA
42,PESQUERA ANCHOMAR S.A.
43,"AUDITORIA FINANCIERA Y SU INFLUENCIA EN LA GESTION GERENCIAL 
DE LA EMPRESA DE TRANSPORTES SANKY SCRL, 2015"
44,RUTAS DE LIMA SAC - CONCESIONARIA VIAL
45,"EL SISTEMA DE DETRACCIONES DEL IGV Y SU IMPACTO EN LA LIQUIDEZ 
Y RENTABILIDAD DE LA EMPRESA CHOXIE CARGO LOGISTICO S.A.C"
46,COCO EN EL INFORME DE AUDITORIA DE EXISTENCIA DE LA EMPRESA NEGOCIOS E INVERSIONES J Y G SAC - 2014
47,PLAN DE RECURSOS HUMANOS PARA LA COMPAÑIA DE SERVICIOS DE INGENIERIA MECANICA ELECTRICA S.R.L.
48,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA TREAM PERU S.A.C.
49,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA THE ORANGE CONCEPT E.I.R.L.
50,PROPUESTA DEL PLAN DE RECURSOS HUMANOS DE AURANDINA S.A.C.
51,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA CHIEMSEE INDUSTRIAS
52,PLAN DE RECURSOS HUMANOS ALS PERU S.A.
53,"AUDITORIA TRIBUTARIA EN LA DETERMINACION DEL IMPUESTO 
A LA RENTA EN EL REGIMEN GENERAL  DE LA EMPRESA IA S.A.C."
54,"IMPLEMENTACION DE FACTURAS ELECTRONICAS EN LAS MYPES DE LIMA NORTE 
DISTRITO DE SAN MARTIN DE PORRES 2016"
55,EVASION TRIBUTARIA EN LA REMUNERACION DE LOS TRABAJADORES Y LA INCIDENCIA EN LA DETERMINACION DEL IMPUESTO A LA RENTA  DE QUINTA CATEGORIA EN LA EMPRESA IMPORTADORA ACUARIOS S.A.C.
56,"CONTROL DE INVENTARIO DE LA DISTRIBUIDORA DE EMBUTIDOS DON PEPITO 
Y SU INCIDENCIA CONTABLE Y TRIBUTARIA"
57,PLAN DE RECURSOS HUMANOS PROPUESTO PARA LA EMPRESA MIRCONSA SAC
58,"FACTORES QUE INCIDEN EN LA BAJA RECAUDACIÓN DEL IMPUESTO PREDIAL 
EN LA MUNICIPALIDAD DE SAN PEDRO DE CASTA DURANTE EL EJERCICIO 2015"
59,ELABORACION Y COMERCIALIZACION DE CREMOLADAS A BASE DE FRUTAS NATURALES DE ATALAYA
60,"IMPACTO EN EL DEBITO FISCAL POR PAGAR A CAUSA DE LOS INGRESOS DIFERIDOS
 EN LA EMPRESA ORELIA GROUP SAS SAC 2016"
61,ANALISIS Y APLICACIÓN DEL IMPUESTO A LA RENTA DE LOS SERVICIOS DE ASISTENCIA TECNICA EN EL Perú
62,"EFECTO DE LOS REPAROS TRIBUTARIOS PARA EL CALCULO DEL IMPUESTO A LA RENTA 
DE LA EMPRESA LABORATORIO FARMACÉUTICO SAN JOAQUIN ROXFARMA S.A."
63,PLAN DE RECURSOS HUMANOS TIENDAS POR DEPARTAMENTO RIPLEY LOS OLIVOS
64,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA CONSORCIO TRANSITO CIUDADANO
65,"REPAROS TRIBUTARIOS EN LA FISCALIZACIÓN DEL IMPUESTO A LA RENTA  EN LA EMPRESA 
DE IMPORTACION Y COMERCIALIZACION ISA PERÚ S.A.C DEL PERIODO 2013"
66,AUDITORIA EN LA DETERMINACION DEL COSTO DE LA EMPRESA LA COLONIAL FABRICA DE HILOS S.A.
67,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA OLC INGENIERO EIRL
68,EL ORIGEN Y CONSECUENCIAS DE LA BURBUJA INMOBILIARIA EN EL PERÚ-2015
69,PLAN DE GESTION DE RECURSOS HUMANOS DE LA EMPRESA DE REVISIONES TECNICAS CEDIVE .S.A.C
70,PLAN DE RECURSOS HUMANOS DE LA EMPRESA COMPARTAMOS FINANCIERA SA
71,PAPELES DE TRABAJO EN DICTAMEN DE AUDITORIA FINANCIERA ELABORADO POR LA SOCIEDAD AUDITORA H.OLANO Y ASOCIADOS SOCIEDAD CIVIL
72,"EL PRINCIPIO DE CAUSALIDAD Y SU INCIDENCIA EN LA DETERMINACION DEL IMPUESTO 
A LA RENTA EN LA EMPRESA EDITORIAL SAN MARCOS EIRL EN EL AÑO 2015"
73,"LA DESVALORACION DE EXISTENCIAS Y SU TRATAMIENTO CONTABLE 
Y TRIBUTARIO EN LA EMPRESA COMERCIAL SOLUCIONES MODULARES S.A.C."
74,PLAN DE RECURSOS HUMANOS PARA LA ORGANIZACIÓN CAMPO FE
75,AUDITORIA DE GASTOS PARA EFECTOS TRIBUTARIOS DE LA EMPRESA DE TRANSPORTE Y SERVICIOS EN EL INTI S.A.
76,ANALISIS DE LAS DEDUCCIONES EN LA BASE IMPONIBLE DE LA RENTA DE QUINTA CATEGORIA
77,"PLAN DE RECURSOS HUMANOS PARA LA EMPRESA HOUSEMART PERU S.A.C."""
78,"CON UNA GESTION DE PROCESO COMO INSTRUMENTO DE EFICIENCIA EN LA GESTION 
DE OPERATIVIDAD DEL ARCHIVO CENTRAL DEL BANCO DE LA NACION"
79,DEDUCIBILIDAD DE LOS GASTOS DE VIATICOS Y SU IMPACTO EN EL ESTADO DE RESULTADO DE LA EMPRESA DE TRANSPORTE SOCORRO CARGO EXPRESS S.A.
80,"IMPACTO TRIBUTARIO Y FINANCIERO DE LAS PROVISIONES DE COBRANZA 
DUDOSA EN LA EMPRESA HILOS DEL PERU  SAC"
81,"CONTROL INTERNO EN EL AREA DE COMPRAS Y SU INFLUENCIA EN LA RENTABILIDAD DE LAS EMPRESAS
 COMERCIALIZADORAS DE RESIDUOS SOLIDOS METALICOS DEL DISTRITO DE COMAS AÑO 2014"
82,PLAN DE NEGOCIO PARA LA APERTURA DE DISTRIBUIDORA DE BATERÍAS ETNA EN LIMA MODERNA
83,PLAN DE RECURSOS HUMANOS DE LA EMPRESA COMPARTAMOS FINANCIERA SA
84,"EXAMEN ESPECIAL EN EL AREA DE TESORERIA BASADO EN AUDITORIA FINANCIERA 
EN LAS EMPRESAS DE CONSULTORIA DE INGENIERIA EN LA PROVINCIA DE LIMA"
85,"AUDITORIA DE GESTION DE RECURSOS HUMANOS EN CONSULTORES G 
Y CONTRATISTAS DE LA PROVINCIA DE LIMA AÑO 2014"
86,"AUDITORIA TRIBUTARIA FISCAL DEL IMPUESTO GENERAL A LAS VENTAS EN LA EMPRESA 
DE SERVICIOS DE SEGURIDAD DG SERVICE SAC EN LOS MESES DE ENERO A DICIEMBRE DEL AÑO 2013"
87,EXAMEN DE AUDITORIA EN LAS CUENTAS DEL PASIVO DE LA EMPRESA INDUSTRIAS MANRIQUE SAC
88,"AUDITORIA TRIBUTARIA PREVENTIVA DEL IMPUESTO A LA RENTA EN UNA EMPRESA DE SERVICIOS 
CASO: EMPRESA B&P DISEÑO E INGENIERÍA DEL ACERO SAC AÑO 2014"
89,"ESTRATEGIAS PARA LOGRAR EL DESARROLLO ECONOMICO LOCAL EN EL DISTRITO DE PACHANGARA, 
DISTRITO DE OYÓN, DEPARTAMENTO DE LIMA, PERIODO DE ESTUDIO 2007-14"
90,"PLAN DE RECURSOS HUMANOS PARA LA EMPRESA 
SERICRISA S.A.C.
"
91,"PLAN DE RECURSOS HUMANOS ""METALES Y SERVICIOS EIRL CORP"
92,"GESTIÓN DE PROCESO EN EL ÁREA DE POST VENTA PARA LA MEJORA 
EN LA SATISFACCIÓN DEL CLIENTE EN LA EMPRESA CRESKO S.A."
93,"IMPUESTO A LA RENTA DIFERIDO Y LA REDUCCIÓN DE LA TASA DE IMPUESTO A LA RENTA
 DE TERCERA CATEGORÍA EN LA EMPRESA COMERCIALIZADORA DE CALZADOS S.R.L. EN EL AÑO 2014"
94,"IMPORTANCIA DEL MANUAL DE PROCEDIMIENTOS EN LA GESTIÓN Y RENTABILIDAD 
DE LAS MYPES PRODUCTORAS DE BEBIDAS EN LIMA METROPOLITANA. 2014"
95,PROPUESTA DE PLAN DE MARKETING PARA FIDEOS DON VITTORIO EN LIMA NORTE
96,GESTION DE CADENA DE SUMINISTRO APLICADO A LA EMPRESA CORAZZA 2
97,ESTUDIO EVALUATIVO A INNOVA AMBIENTAL DURANTE EL PERIODO 2012-2014 PARA PROPONER UN PLAN DE RECURSOS HUMANOS
98,IMPLEMENTACION DE UN PLAN DE MEJORA BASADO EN LA COMUNICACION PARA CREAR UNA SINERGIA DE EQUIPO Y LOGRAR UNA EFICIENTE COMUNICACION ENTRE LAS GERENCIAS DE RECURSOS HUMANOS Y COMERCIALIZACION DE LA EMPRESA INDUSTRIAS Y SERVICIOS EL TIGRE SA SEDE COMAS
99,TURISMO CULTURAL Y DE AVENTURA EN ATALAYA AMAZON TOURS EIRL.
100,PLAN DE NEGOCIO ACOPIADORA Y COMERCIALIZADORA DE CACAO EN EL DISTRITO DE RAYMONDI 2015
101,DESARROLLO DEL PLAN DE RECURSOS HUMANOS DE NGR
102,"CREACIÓN DE UNA AGENCIA DE VIAJES Y TURISMO ESPECIALIZADA EN TURISMO RURAL 
COMUNITARIO EN LA CIUDAD DE LA MERCED, PROVINCIA DE CHANCHAMAYO, REGIÓN JUNIÍN - 2015"
103," PROPUESTA DE UN DISEÑO DE UN MANUAL DE ORGANIZACIONES Y FUNCIONES 
PARA LA EMPRESA MARCHEN PERU SAC"
104,"PLAN DE RECURSOS HUMANOS EN EL DESARROLLO ORGANIZACIONAL 
EN LA EMPRESA AMERICAN SERVICES & MINING"
105,"LA GESTIÓN POR PROCESOS Y SU IMPACTO EN LAS OPERACIONES LOGÍSTICAS 
EN LA EMPRESA DE TRANSPORTES DE CARGA PESADA SOCORRRO CARGO EXPRESS S.A"
106,PLAN DE RECURSOS HUMANOS TASMISA
107,"APLICACIÓN DEL ESTUDIO TECNICO DE PRECIOS DE TRANSFERENCIA A LA EMPRESA R. STIGLICH S.A. 
EN EL PERIODO 2014 Y SU INCIDENCIA EN EL IMPUESTO A LA RENTA"
108,"PROPUESTA DE PLAN DE MÁRKETING PARA MEJORAR LA PARTICIPACION DE MERCADO 
EN LA BANCA PEQUEÑA EMPRESA DEL BANCO DE CREDITO DEL PERU EN LIMA NORTE"
109,"ANÁLISIS TRIBUTARIO Y CONTABLE DE LA DEPRECIACIÓN DE LOS ACTIVOS FIJOS 
EN LA EMPRESA INKA FERRO PERÚ SAC EN EL AÑO 2014"
110,"PROPUESTA DE IMPLEMENTACION DE UN SISTEMA DE CONTROL INTERNO 
COMO MEJORA DE RECUPERACION DEL IGV EN LA ONG CARITAS DEL PERU"
111,"PROPUESTA DE PLAN DE MARKETING PARA MEJORAR LA COMPETITIVIDAD
 DE LA MARCA GLORIA EN EL RUBRO DE JUGOS DE LIMA NORTE"
112,ISC EN EL SECTOR CERVECERO ARTESANAL ANÁLISIS Y PROPUESTAS
113,PLAN DE NEGOCIOS LADRILLERA HEMAR
114,PLAN DE RECURSOS HUMANOS EMPRESA MUEBLES SAN PABLO
115,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA MC METCO SAC
116,"PROPUESTA DE LA FORMULACION DEL PLAN INTEGRAL CENTRADO EN EL 
DISEÑO DE PERFIL DE PUESTOS EN W&M SECURITY SAC"
117,"SISTEMA INTEGRADO DE ADMINISTRACION FINANCIERA COMO HERRAMIENTA DE GESTION 
EN LAS AUDITORIAS EXTERNAS EN LA MUNICIPALIDAD DE SAN MARTIN DE PORRES"
118,AUDITORIA DE INGRESOS PARA EFECTOS TRIBUTARIO EN LA EMPRESA NIPRO MEDICAL SUCURSAL Perú
119,AUDITORIA ADMINISTRATIVA DE CALIDAD EN EL DEPARTAMENTO DE SERVICIO EXPRESS MAIL SERVICE (EMS)-SERPOST- LIMA METROPOLITANA
120,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA TEXTIL ANAHUI  SAC
121,"ANALISIS DEL IMPUESTO A LA RENTA TERCERA CATEGORIA, PRINCIPALES REPAROS TRIBUTARIOS Y SUS INCIDENCIAS DEL PRINCIPIO DE CAUSALIDAD EN LA EMPRESA INDIAN MOTOS SAC - PERIODO 2014"
122,AUDITORIA TRIBUTARIA PREVENTIVA DEL IMPUESTO GENERAL A LAS VENTAS EN LAS EMPRESAS COMERCIALIZADORAS DE COMBUSTIBLE EN EL DISTRITO DE COMAS
123,INGRESOS ORDINARIOS DE LA EMPRESA CONSTRUCTORA ABC SAC - PERIODO 2014
124,AUDITORIA DE GESTION EN EL AREA DE TESORERIA EN LA EMPRESA MISS CUP CAKES EIRL
125,PLAN DE RECURSOS HUMANOS PARA LA EMPRESA BDO
126,AUDITORÍA TRIBUTARIA EMPRESA FAMESA EXPLOSIVOS SAC
127,AUDITORIA TRIBUTARIA PREVENTIVA A LA EMPRESA SUPERMERCADOS PERUANOS S.A.
128,DISEÑO DE UN MANUAL DE PUESTOS POR COMPETENCIAS DE LA EMPRESA CAVAL INDUSTRIAS SAC
129,"DISEÑO E IMPLEMENTACIÓN DE UN MANUAL DE ORGANIZACIÓN Y FUNCIONES
 PARA LA MICROEMPRESA MULTICAUCHOS S.R.L."
130,PLAN DE RECURSOS HUMANOS DEL INSTITUTO SAN PABLO
131,PLAN DE RECURSOS HUMANOS DE LA EMPRESA T CARGO SERVICES SAC
132,EMPRESAS PERUANAS DE ORIGEN FAMILIAR GRANDES CORPORACIONES
133,ANÁLISIS DEL IMPUESTO A LA RENTA DE LA EMPRESA MIAMI PARTS PERÚ SAC
134,OPORTUNIDADES DE CONTRATACIÓN EN NUEVOS MERCADOS CASO: SECTOR TEXTIL FINLANDÉS
135,CONTRATOS DE COMPRA VENTA INTERNACIONAL PARA EL SECTOR TEXTIL
136,"DISEÑO DE PLAN DE CAPACITACIÓN PARA EL DEPARTAMENTO DE VENTAS PARA MEJORAR 
EL DESEMPEÑO DE SUS COLABORADORES"
137,CONTRATACIÓN DE TALENTOS PARA LA ESCUELA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN (ETI) DE SENATI
138,"ANÁLISIS DE LAS INCIDENCIAS TRIBUTARIAS EN LA EMPRESA TUMI CONTRATISTAS MINEROS SAC
"
139,DISEÑO E  IMPLEMENTACIÓN DEL PERFIL DE PUESTOS EN CORPORACIÓN MILTON 
140,"DESARROLLO E IMPLEMENTACIÓN DEL PROCESO DE RECLUTAMIENTO, 
SELECCIÓN E INDUCCIÓN EN LA EMPRESA MGR CONSORCIO CONTRATISTAS GENERALES S.A.C."
141,DISEÑAR Y PROPONER EL MANUAL DE ORGANIZACIÓN Y FUNCIONES EN EL RESTAURANTE TONY ROMA'S
142,LA EMPRESA RECUBRIMIENTOS GALVÁNICOS JAD SAC
143,"ÁNALISIS TRIBUTARIO DEL IMPUESTO GENERAL A LAS VENTAS DE LA EMPRESA ANDINA PLAST SRL.   
"
144," PLAN DE NEGOCIOS EMPRESA DE SERVICIOS KEMPITINA S.A.C.
"
145,ELABORACIÓN DE BLOQUETAS CON CALIDAD E INNOVACIÓN DESDE UN ENFOQUE ECONÓMICO Y FINANCIERO
146,"GESTIÓN FINANCIERA Y CAPITAL DE TRABAJO DE LA EMPRESA ELÉCTRICA
OPTIMIZACIÓN S.A. 2013"
